Building ID	Market	Street Address	City	State	Postal Code	Latitude	Longitude	On Zayo Network Status	Net Classification	Type	Network Proximity	 Estimated Build Cost 
Bldg-115472	Atlanta	953 Donnelly Ave SW	Atlanta	GA	30310	33.7285213	-84.4187515	Not on Zayo Network	Fiber Only	Office - Multi Tenant	116.91	 $13,507.30 
Bldg-115473	Atlanta	555 Old Norcross Rd	Lawrenceville	GA	30046	33.9467	-83.995	Not on Zayo Network	Fiber Only	Office - Multi Tenant	28323.03	 $689,752.72 
Bldg-115475	Atlanta	3159 Royal Dr	Alpharetta	GA	30005	34.056608	-84.265246	On Zayo Network	Fiber Only	Office - Multi Tenant	979.44	 $33,506.56 
Bldg-115476	Atlanta	1593 Northeast Expy NE	Atlanta	GA	30329	33.8317	-84.3239	Not on Zayo Network	Type 2	Neutral Data Center	177.41	 $15,322.30 
Bldg-115501	Atlanta	Glenridge Dr NE & Hammond Dr NE	Sandy Springs	GA	30328	33.9189871	-84.3640909	Not on Zayo Network	Stubbed	Splice Point	22.89	 $10,686.70 
Bldg-115514	Atlanta	2500 Cumberland Pkwy SE	Atlanta	GA	30339	33.867537	-84.475962	Not on Zayo Network	Fiber Only	Office - Multi Tenant	2620.3	 $72,887.20 
Bldg-115480	Atlanta	Northside Dr & Sagamore Dr	Atlanta	GA	30305	33.8217569	-84.4057601	On Zayo Network	Fiber Only	Splice Point	19.09	 $10,572.70 
Bldg-115549	Atlanta	100 Peachtree St NE	Atlanta	GA	30303	33.7569238	-84.3886502	On Zayo Network	Fiber Only	Office - Multi Tenant	519.98	 $22,479.52 
Bldg-115550	Atlanta	1000 Holcomb Woods Pkwy - Bldg 444	Roswell	GA	30076	34.0223353	-84.3097425	On Zayo Network	Fiber Only	Office - Multi Tenant	562.01	 $23,488.24 
Bldg-115551	Atlanta	105 Collier Rd NW	Atlanta	GA	30309	33.8090812	-84.396315	On Zayo Network	Fiber Only	Hospital	356.89	 $20,706.70 
Bldg-115552	Atlanta	10820 Abbotts Bridge Rd	Duluth	GA	30097	34.0446993	-84.1782245	On Zayo Network	Fiber Only	Retail - Single Tenant	641.52	 $25,396.48 
Bldg-115565	Atlanta	16 Forest Pkwy	Forest Park	GA	30297	33.6204503	-84.3915228	On Zayo Network	Fiber Only	Retail - Single Tenant	586.54	 $24,076.96 
Bldg-115644	Atlanta	53 Perimeter Ctr E	Atlanta	GA	30346	33.9222254	-84.3313628	On Zayo Network	Fiber Only	Office - Multi Tenant	2146.59	 $61,518.16 
Bldg-115630	Atlanta	3855 Pleasant Hill Rd	Duluth	GA	30096	33.9996997	-84.1639353	Not on Zayo Network	Fiber Only	Hospital	369.05	 $21,071.50 
Bldg-115659	Atlanta	5670 Peachtree Dunwoody Rd	Atlanta	GA	30342	33.9097023	-84.3529505	On Zayo Network	Fiber Only	Hospital	132.27	 $13,968.10 
Bldg-115656	Atlanta	5600 Roswell Rd	Atlanta	GA	30342	33.9077997	-84.3795245	On Zayo Network	Fiber Only	Retail: Sm Shopping Mall	187.28	 $15,618.40 
Bldg-115548	Atlanta	100 Ashford Gables Dr	Atlanta	GA	30338	33.9353178	-84.3403168	Not on Zayo Network	Fiber Only	Office - Multi Tenant	629.35	 $25,104.40 
Bldg-115554	Atlanta	1100 Lake Hearn DR NE	Atlanta	GA	30342	33.913042	-84.351234	On Zayo Network	Fiber Only	Office - Multi Tenant	216.45	 $16,493.50 
Bldg-115582	Atlanta	2197 Canton Rd	Marietta	GA	30066	34.0045569	-84.527854	Not on Zayo Network	Fiber Only	Office - Multi Tenant	652.04	 $25,648.96 
Bldg-115555	Atlanta	11465 Johns Creek Pkwy	Duluth	GA	30097	34.0591378	-84.1669289	On Zayo Network	Fiber Only	Office - Multi Tenant	330.01	 $19,900.30 
Bldg-115561	Atlanta	1350 Spring St NW	Atlanta	GA	30309	33.7914836	-84.3897786	Not on Zayo Network	Fiber Only	Office - Multi Tenant	611.64	 $24,679.36 
Bldg-115556	Atlanta	11555 Medlock Bridge Rd	Duluth	GA	30097	34.0557674	-84.1729726	On Zayo Network	Fiber Only	Office - Multi Tenant	266.34	 $17,990.20 
Bldg-115574	Atlanta	1800 Sandy Plains Ind Pkwy NE	Marietta	GA	30066	33.9949839	-84.5295066	Not on Zayo Network	Fiber Only	Office - Multi Tenant	677.87	 $26,268.88 
Bldg-115609	Atlanta	3193 Howell Mill Rd NW	Atlanta	GA	30327	33.842065	-84.427353	On Zayo Network	Fiber Only	Office - Multi Tenant	1036.2	 $34,868.80 
Bldg-115610	Atlanta	3280 Howell Mill Rd NW	Atlanta	GA	30327	33.8431462	-84.4288461	On Zayo Network	Fiber Only	Office - Multi Tenant	999.79	 $33,994.96 
Bldg-115562	Atlanta	1355 Terrell Mill Rd SE	Marietta	GA	30067	33.9183068	-84.4653482	On Zayo Network	Fiber Only	Office - Multi Tenant	363.15	 $20,894.50 
Bldg-115642	Atlanta	500 Sun Valley Dr	Roswell	GA	30076	34.0521527	-84.3398401	Not on Zayo Network	Fiber Only	Clinic	1067.03	 $35,608.72 
Bldg-115557	Atlanta	11660 Alpharetta Hwy	Roswell	GA	30076	34.0657285	-84.3235975	Not on Zayo Network	Fiber Only	Office - Multi Tenant	822.36	 $29,736.64 
Bldg-115568	Atlanta	1700 Hospital S Dr	Austell	GA	30106	33.8555196	-84.6051365	Not on Zayo Network	Fiber Only	Office - Multi Tenant	742.83	 $27,827.92 
Bldg-115564	Atlanta	1462 Montreal Rd	Tucker	GA	30084	33.8254851	-84.2548785	On Zayo Network	Fiber Only	Office - Multi Tenant	388.87	 $21,666.10 
Bldg-115685	Atlanta	887 W Marietta St NW	Atlanta	GA	30318	33.7823943	-84.416197	Not on Zayo Network	Fiber Only	Office - Multi Tenant	163.18	 $14,895.40 
Bldg-115558	Atlanta	127 Peachtree St NE	Atlanta	GA	30303	33.7568795	-84.3878508	On Zayo Network	Fiber Only	Office - Multi Tenant	428.61	 $22,858.30 
Bldg-115566	Atlanta	1691 Phoenix Blvd	Atlanta	GA	30349	33.615558	-84.4446372	On Zayo Network	Fiber Only	Office - Multi Tenant	248.94	 $17,468.20 
Bldg-115559	Atlanta	1325 Satellite Blvd NW	Suwanee	GA	30024	34.0078608	-84.0742401	Not on Zayo Network	Fiber Only	Splice Point	115.27	 $13,458.10 
Bldg-115567	Atlanta	17 Executive Park Dr NE	Atlanta	GA	30329	33.8276956	-84.3392885	Not on Zayo Network	Fiber Only	Office - Multi Tenant	187.93	 $15,637.90 
Bldg-115580	Atlanta	2045 Peachtree Rd NE	Atlanta	GA	30309	33.8103959	-84.3921293	On Zayo Network	Fiber Only	Office - Multi Tenant	134.49	 $14,034.70 
Bldg-115560	Atlanta	1349 W Peachtree St NW	Atlanta	GA	30309	33.791513	-84.3873008	On Zayo Network	Fiber Only	Office - Multi Tenant	141.17	 $14,235.10 
Bldg-115581	Atlanta	2150 Boggs Rd	Duluth	GA	30096	33.973638	-84.103621	On Zayo Network	Fiber Only	Office - Multi Tenant	949.66	 $32,791.84 
Bldg-115569	Atlanta	1708 Peachtree St NW	Atlanta	GA	30309	33.800343	-84.393364	On Zayo Network	Fiber Only	Office - Multi Tenant	254.68	 $17,640.40 
Bldg-115584	Atlanta	229 Peachtree St NE	Atlanta	GA	30303	33.7597669	-84.3865199	On Zayo Network	Fiber Only	Office - Multi Tenant	705.93	 $26,942.32 
Bldg-115570	Atlanta	1718 Peachtree St NW	Atlanta	GA	30309	33.8009956	-84.3932727	On Zayo Network	Fiber Only	Office - Multi Tenant	126.75	 $13,802.50 
Bldg-115577	Atlanta	1845 Satellite Blvd	Duluth	GA	30097	33.9961886	-84.0890858	Not on Zayo Network	Fiber Only	Clinic	441.6	 $23,248.00 
Bldg-115674	Atlanta	6180 Atlantic Blvd	Norcross	GA	30071	33.9418516	-84.230536	On Zayo Network	Fiber Only	Office - Multi Tenant	2077.76	 $59,866.24 
Bldg-115571	Atlanta	1720 Peachtree St NW	Atlanta	GA	30309	33.800922	-84.393502	On Zayo Network	Fiber Only	Office - Multi Tenant	198.92	 $15,967.60 
Bldg-115578	Atlanta	189 Cobb Pkwy N	Marietta	GA	30062	33.9554403	-84.5248109	Not on Zayo Network	Fiber Only	Office - Multi Tenant	471.96	 $24,158.80 
Bldg-115572	Atlanta	1776 Peachtree St NW	Atlanta	GA	30309	33.802939	-84.3932189	On Zayo Network	Fiber Only	Office - Multi Tenant	38.93	 $11,167.90 
Bldg-115604	Atlanta	303 Peachtree St NE	Atlanta	GA	30308	33.76274	-84.386713	On Zayo Network	Restricted	Office - Multi Tenant	1351.83	 $42,443.92 
Bldg-115690	Atlanta	9755 Dogwood Rd	Roswell	GA	30075	34.017444	-84.328706	On Zayo Network	Fiber Only	Office - Multi Tenant	176.67	 $15,300.10 
Bldg-115579	Atlanta	2001 Peachtree Rd NE	Atlanta	GA	30309	33.8088279	-84.3929973	On Zayo Network	Fiber Only	Office - Multi Tenant	146.47	 $14,394.10 
Bldg-115593	Atlanta	2520 Windy Hill Rd SE	Marietta	GA	30067	33.900341	-84.4805	On Zayo Network	Fiber Only	Office - Multi Tenant	424.08	 $22,722.40 
Bldg-115573	Atlanta	1800 Peachtree St NW	Atlanta	GA	30309	33.8036835	-84.3941137	On Zayo Network	Fiber Only	Office - Multi Tenant	225.47	 $16,764.10 
Bldg-115595	Atlanta	2650 Holcomb Bridge Rd	Alpharetta	GA	30022	33.9991481	-84.284317	Not on Zayo Network	Fiber Only	Office - Multi Tenant	117.23	 $13,516.90 
Bldg-115678	Atlanta	675 Seminole Ave NE	Atlanta	GA	30307	33.772949	-84.350454	On Zayo Network	Fiber Only	Office - Multi Tenant	1043.5	 $35,044.00 
Bldg-115583	Atlanta	225 Peachtree St NE	Atlanta	GA	30303	33.7605694	-84.387285	On Zayo Network	Fiber Only	Office - Multi Tenant	992.57	 $33,821.68 
Bldg-115575	Atlanta	1819 Peachtree Rd NE	Atlanta	GA	30309	33.8045237	-84.3929497	On Zayo Network	Fiber Only	Office - Multi Tenant	199.81	 $15,994.30 
Bldg-115691	Atlanta	980 Johnson Ferry Rd NE	Atlanta	GA	30342	33.9082938	-84.3556154	On Zayo Network	Fiber Only	Hospital	884.14	 $31,219.36 
Bldg-115585	Atlanta	230 Peachtree St NW	Atlanta	GA	30303	33.7601913	-84.3880353	On Zayo Network	Fiber Only	Office - Multi Tenant	1180.79	 $38,338.96 
Bldg-115636	Atlanta	4300 Paces Ferry Rd SE	Atlanta	GA	30339	33.8653747	-84.4669065	Not on Zayo Network	Fiber Only	Retail - Multi Tenant	107.89	 $13,236.70 
Bldg-115576	Atlanta	1827 Powers Ferry Rd SE	Atlanta	GA	30339	33.908517	-84.463637	On Zayo Network	Fiber Only	Office - Multi Tenant	310.7	 $19,321.00 
Bldg-115639	Atlanta	4751 Best Rd	Atlanta	GA	30337	33.6259531	-84.4586463	On Zayo Network	Fiber Only	Office - Multi Tenant	158.06	 $14,741.80 
Bldg-115600	Atlanta	2964 Peachtree Rd NW	Atlanta	GA	30305	33.8356925	-84.3824419	On Zayo Network	Fiber Only	Office - Multi Tenant	133.61	 $14,008.30 
Bldg-115650	Atlanta	550 Pharr Rd NE	Atlanta	GA	30305	33.83734	-84.3700438	On Zayo Network	Fiber Only	Cell Site	102.85	 $13,085.50 
Bldg-115586	Atlanta	230 Spring St NW	Atlanta	GA	30303	33.7607413	-84.3892784	Not on Zayo Network	Fiber Only	Office - Multi Tenant	847.47	 $30,339.28 
Bldg-115618	Atlanta	3400 Old Milton Pkwy - Bldg A	Alpharetta	GA	30005	34.069407	-84.262508	On Zayo Network	Fiber Only	Hospital	528.63	 $22,687.12 
Bldg-115676	Atlanta	6400 Powers Ferry Rd	Atlanta	GA	30339	33.9037823	-84.4307162	On Zayo Network	Fiber Only	Office - Multi Tenant	320.36	 $19,610.80 
Bldg-115587	Atlanta	2300 Henderson Mill Rd NE	Atlanta	GA	30345	33.8526683	-84.2597995	On Zayo Network	Fiber Only	Office - Multi Tenant	250.39	 $17,511.70 
Bldg-115588	Atlanta	2300 Holcomb Bridge Rd	Roswell	GA	30076	34.0064608	-84.2943634	On Zayo Network	Fiber Only	Retail - Single Tenant	1105.41	 $36,529.84 
Bldg-115655	Atlanta	56 Perimeter Ctr E	Atlanta	GA	30346	33.921331	-84.329609	On Zayo Network	On-Net	Office - Multi Tenant	2754.48	 $76,107.52 
Bldg-115596	Atlanta	2662 Holcomb Bridge Rd	Alpharetta	GA	30022	33.997997	-84.2839836	Not on Zayo Network	Fiber Only	Office - Multi Tenant	121.66	 $13,649.80 
Bldg-115619	Atlanta	3400 Peachtree Rd NE	Atlanta	GA	30326	33.8495386	-84.3644881	On Zayo Network	Fiber Only	Office - Multi Tenant	130.23	 $13,906.90 
Bldg-115589	Atlanta	233 Peachtree St NE	Atlanta	GA	30303	33.760751	-84.386409	On Zayo Network	Restricted	Office - Multi Tenant	777.26	 $28,654.24 
Bldg-115653	Atlanta	555 Sun Valley Dr	Roswell	GA	30076	34.053233	-84.3380427	Not on Zayo Network	Fiber Only	Office - Multi Tenant	1014.01	 $34,336.24 
Bldg-115613	Atlanta	3330 Cumberland Blvd SE	Atlanta	GA	30339	33.874246	-84.458504	On Zayo Network	Fiber Only	Office - Multi Tenant	628.91	 $25,093.84 
Bldg-115597	Atlanta	2801 Buford Hwy NE	Atlanta	GA	30329	33.830357	-84.342593	On Zayo Network	Fiber Only	Office - Multi Tenant	69.82	 $12,094.60 
Bldg-115622	Atlanta	3475 Lenox Rd NE	Atlanta	GA	30326	33.8492399	-84.360604	On Zayo Network	Fiber Only	Office - Multi Tenant	394.59	 $21,837.70 
Bldg-115590	Atlanta	235 Peachtree St SW	Atlanta	GA	30303	33.7604038	-84.3874663	On Zayo Network	Fiber Only	Office - Multi Tenant	1027.61	 $34,662.64 
Bldg-115634	Atlanta	400 Perimeter Center Ter NE	Atlanta	GA	30346	33.930077	-84.338303	On Zayo Network	Fiber Only	Office - Multi Tenant	263.5	 $17,905.00 
Bldg-115603	Atlanta	3005 Old Alabama Rd	Alpharetta	GA	30022	34.021778	-84.272529	Not on Zayo Network	Fiber Only	Retail - Multi Tenant	5148.98	 $133,575.52 
Bldg-115645	Atlanta	530 Means St NW	Atlanta	GA	30318	33.772352	-84.404982	On Zayo Network	Fiber Only	Office - Multi Tenant	427.96	 $22,838.80 
Bldg-115626	Atlanta	3520 Piedmont Rd NE	Atlanta	GA	30305	33.8490158	-84.3797371	On Zayo Network	Fiber Only	Office - Multi Tenant	676.09	 $26,226.16 
Bldg-115679	Atlanta	6849 Peachtree Dunwoody Rd	Atlanta	GA	30328	33.9418155	-84.3520214	Not on Zayo Network	Fiber Only	Office - Multi Tenant	895.38	 $31,489.12 
Bldg-115598	Atlanta	285 Peachtree Center Ave NE	Atlanta	GA	30303	33.761985	-84.385582	On Zayo Network	Fiber Only	Office - Multi Tenant	939.72	 $32,553.28 
Bldg-115591	Atlanta	2470 Windy Hill Rd SE	Marietta	GA	30067	33.9019703	-84.4825916	On Zayo Network	Fiber Only	Office - Multi Tenant	524.48	 $22,587.52 
Bldg-115638	Atlanta	4505 Ashford Dunwoody Rd NE	Atlanta	GA	30346	33.9247769	-84.3359066	On Zayo Network	Fiber Only	Retail: Sm Shopping Mall	538.36	 $22,920.64 
Bldg-115665	Atlanta	590 Means St NW	Atlanta	GA	30318	33.773715	-84.406833	On Zayo Network	Fiber Only	Office - Single Tenant	732.75	 $27,586.00 
Bldg-115599	Atlanta	2900 Peachtree Rd NW	Atlanta	GA	30305	33.8354064	-84.3826583	On Zayo Network	Fiber Only	Retail: Sm Shopping Mall	156.45	 $14,693.50 
Bldg-115592	Atlanta	2500 Hospital Blvd	Roswell	GA	30076	34.0625666	-84.3217129	Not on Zayo Network	Fiber Only	Hospital	320.54	 $19,616.20 
Bldg-115671	Atlanta	6075 Roswell Rd	Atlanta	GA	30328	33.9208053	-84.3784561	Not on Zayo Network	Fiber Only	Office - Multi Tenant	344.79	 $20,343.70 
Bldg-115601	Atlanta	2970 Peachtree Rd NW	Atlanta	GA	30305	33.836306	-84.382862	On Zayo Network	Fiber Only	Office - Multi Tenant	331.94	 $19,958.20 
Bldg-115594	Atlanta	260 Peachtree St NW	Atlanta	GA	30303	33.7614334	-84.3877432	On Zayo Network	Fiber Only	Office - Multi Tenant	1252.71	 $40,065.04 
Bldg-115615	Atlanta	3344 Peachtree Rd NE	Atlanta	GA	30326	33.8469716	-84.3685284	On Zayo Network	Fiber Only	Office - Multi Tenant	68.79	 $12,063.70 
Bldg-115640	Atlanta	477 Windsor St SW	Atlanta	GA	30312	33.7412592	-84.3996852	On Zayo Network	Fiber Only	Office - Single Tenant	1704.55	 $50,909.20 
Bldg-115602	Atlanta	3000 Northwoods Pkwy NW	Norcross	GA	30071	33.9594505	-84.1962039	On Zayo Network	Fiber Only	Office - Multi Tenant	276.86	 $18,305.80 
Bldg-115606	Atlanta	3050 Peachtree Rd NW	Atlanta	GA	30305	33.8386962	-84.3810738	On Zayo Network	Fiber Only	Office - Multi Tenant	523.85	 $22,572.40 
Bldg-115646	Atlanta	5300 Memorial Dr	Stone Mountain	GA	30083	33.8005251	-84.2218363	Not on Zayo Network	Fiber Only	Office - Multi Tenant	328.38	 $19,851.40 
Bldg-115616	Atlanta	3384 Peachtree Rd NE	Atlanta	GA	30326	33.8494529	-84.3654799	On Zayo Network	Fiber Only	Office - Multi Tenant	120.82	 $13,624.60 
Bldg-115670	Atlanta	6000 Lake Forrest Dr NE	Atlanta	GA	30328	33.919861	-84.38899	On Zayo Network	Fiber Only	Office - Multi Tenant	617.14	 $24,811.36 
Bldg-115607	Atlanta	3100 Breckinridge Blvd	Duluth	GA	30096	33.9545411	-84.1130972	Not on Zayo Network	Fiber Only	Office - Multi Tenant	270.26	 $18,107.80 
Bldg-115617	Atlanta	3400 Corporate Way	Duluth	GA	30096	34.015742	-84.166654	On Zayo Network	Fiber Only	Office - Multi Tenant	198.49	 $15,954.70 
Bldg-115620	Atlanta	3415 Duluth Hwy 120	Duluth	GA	30096	34.0000269	-84.1416912	Not on Zayo Network	Fiber Only	Office - Multi Tenant	271.83	 $18,154.90 
Bldg-115608	Atlanta	3175 Satellite Blvd - Bldg 600	Duluth	GA	30096	33.9625244	-84.116976	On Zayo Network	Fiber Only	Office - Multi Tenant	302.93	 $19,087.90 
Bldg-115621	Atlanta	3460 Summit Ridge Pkwy	Duluth	GA	30096	33.9868518	-84.1681604	Not on Zayo Network	Fiber Only	Office - Multi Tenant	688.76	 $26,530.24 
Bldg-115611	Atlanta	3290 Northside Pkwy NW	Atlanta	GA	30327	33.844641	-84.426731	On Zayo Network	Fiber Only	Office - Multi Tenant	179.67	 $15,390.10 
Bldg-115623	Atlanta	3483 Satellite Blvd	Duluth	GA	30096	33.96337	-84.1326098	On Zayo Network	Fiber Only	Office - Multi Tenant	808.33	 $29,399.92 
Bldg-115686	Atlanta	900 Ashwood Pkwy	Atlanta	GA	30338	33.9322824	-84.3403893	On Zayo Network	Fiber Only	Office - Multi Tenant	338.96	 $20,168.80 
Bldg-115612	Atlanta	3296 Summit Ridge Pkwy	Duluth	GA	30096	33.9847288	-84.1638409	Not on Zayo Network	Fiber Only	Office - Multi Tenant	2128.21	 $61,077.04 
Bldg-115624	Atlanta	3495 Piedmont Rd NE	Atlanta	GA	30305	33.8524701	-84.3756382	Not on Zayo Network	Fiber Only	Office - Multi Tenant	1054.01	 $35,296.24 
Bldg-115660	Atlanta	5673 Peachtree Dunwoody Rd	Atlanta	GA	30342	33.9103623	-84.3504427	Not on Zayo Network	Fiber Only	Clinic	632.36	 $25,176.64 
Bldg-115614	Atlanta	3330 Piedmont Rd NE	Atlanta	GA	30305	33.8457571	-84.3745906	On Zayo Network	Fiber Only	Retail: Sm Shopping Mall	632.79	 $25,186.96 
Bldg-115682	Atlanta	75 14th St NE	Atlanta	GA	30309	33.786235	-84.385366	On Zayo Network	Fiber Only	Hotel & Inn	187.34	 $15,620.20 
Bldg-115625	Atlanta	35 Collier Rd NW	Atlanta	GA	30309	33.8084427	-84.3959591	On Zayo Network	Fiber Only	Hospital	187.53	 $15,625.90 
Bldg-115633	Atlanta	4 Executive Park Dr NE	Atlanta	GA	30329	33.8278244	-84.3377043	On Zayo Network	Fiber Only	Office - Multi Tenant	199.8	 $15,994.00 
Bldg-115627	Atlanta	3525 Piedmont Rd NE Bldg 7	Atlanta	GA	30305	33.8514034	-84.377017	On Zayo Network	Fiber Only	Office - Multi Tenant	508.59	 $22,206.16 
Bldg-115628	Atlanta	3575 Piedmont Rd NE	Atlanta	GA	30305	33.853854	-84.378945	On Zayo Network	Fiber Only	Office - Multi Tenant	227.36	 $16,820.80 
Bldg-115641	Atlanta	500 Bishop St NW	Atlanta	GA	30318	33.7918985	-84.4041391	Not on Zayo Network	Fiber Only	Retail - Multi Tenant	1193.78	 $38,650.72 
Bldg-115629	Atlanta	3850 Holcomb Bridge Rd	Peachtree Corners	GA	30092	33.964483	-84.251062	Not on Zayo Network	Fiber Only	Office - Multi Tenant	336.12	 $20,083.60 
Bldg-115693	Atlanta	993 Johnson Ferry Rd NE Bldg F	Atlanta	GA	30342	33.905436	-84.356977	On Zayo Network	Fiber Only	Hospital	1188.86	 $38,532.64 
Bldg-115643	Atlanta	5076 Winters Chapel Rd	Atlanta	GA	30360	33.9447008	-84.271321	On Zayo Network	Fiber Only	Office - Multi Tenant	1052.4	 $35,257.60 
Bldg-115688	Atlanta	960 Johnson Ferry Rd NE	Atlanta	GA	30342	33.9080656	-84.3561009	On Zayo Network	Fiber Only	Hospital	979.19	 $33,500.56 
Bldg-115631	Atlanta	3983 Lavista Rd	Tucker	GA	30084	33.844261	-84.2547355	Not on Zayo Network	Fiber Only	Office - Multi Tenant	440.48	 $23,214.40 
Bldg-115647	Atlanta	540 Powder Springs St	Marietta	GA	30064	33.9410089	-84.5526856	Not on Zayo Network	Fiber Only	Office - Multi Tenant	204.81	 $16,144.30 
Bldg-115687	Atlanta	95 Collier Rd NW	Atlanta	GA	30309	33.8081167	-84.3955462	On Zayo Network	Fiber Only	Hospital	162.26	 $14,867.80 
Bldg-115632	Atlanta	3999 Austelltell Rd SW	Austell	GA	30106	33.8569583	-84.6005041	Not on Zayo Network	Fiber Only	Office - Multi Tenant	210.26	 $16,307.80 
Bldg-115648	Atlanta	5445 Meridian Marks Rd NE	Atlanta	GA	30342	33.903535	-84.354076	On Zayo Network	Fiber Only	Office - Multi Tenant	306.94	 $19,208.20 
Bldg-115675	Atlanta	6290 Abbotts Bridge Rd	Duluth	GA	30097	34.0449193	-84.1756747	Not on Zayo Network	Fiber Only	Office - Multi Tenant	134.23	 $14,026.90 
Bldg-115635	Atlanta	4151 Ashford Dunwoody Rd NE	Atlanta	GA	30319	33.916523	-84.336495	On Zayo Network	Fiber Only	Office - Multi Tenant	350.03	 $20,500.90 
Bldg-115651	Atlanta	5505 Peachtree Dunwoody Rd	Atlanta	GA	30342	33.903895	-84.352272	On Zayo Network	Fiber Only	Office - Multi Tenant	237.77	 $17,133.10 
Bldg-115637	Atlanta	4487 Park Dr	Norcross	GA	30093	33.9349	-84.1529538	Not on Zayo Network	Fiber Only	Office - Multi Tenant	289.44	 $18,683.20 
Bldg-115652	Atlanta	5530 Windward Pkwy	Alpharetta	GA	30004	34.0893366	-84.2652227	Not on Zayo Network	Fiber Only	Retail - Multi Tenant	608.75	 $24,610.00 
Bldg-115654	Atlanta	5555 Peachtree Dunwoody Rd	Atlanta	GA	30342	33.905976	-84.3519061	On Zayo Network	Fiber Only	Office - Multi Tenant	333.26	 $19,997.80 
Bldg-115664	Atlanta	5887 Glenridge Dr NE	Atlanta	GA	30328	33.9165866	-84.3614521	On Zayo Network	Fiber Only	Office - Multi Tenant	290.97	 $18,729.10 
Bldg-115657	Atlanta	5667 Peachtree Dunwoody Rd	Atlanta	GA	30342	33.9094989	-84.350897	On Zayo Network	Fiber Only	Hospital	395.84	 $21,875.20 
Bldg-115667	Atlanta	600 Means St NW	Atlanta	GA	30318	33.7738519	-84.4072224	On Zayo Network	Fiber Only	Office - Multi Tenant	857.44	 $30,578.56 
Bldg-115666	Atlanta	600 Houze Way	Roswell	GA	30076	34.0471569	-84.3430674	Not on Zayo Network	Fiber Only	Office - Multi Tenant	1070.52	 $35,692.48 
Bldg-115658	Atlanta	5669 Peachtree Dunwoody Rd NE	Atlanta	GA	30342	33.9093242	-84.3497314	Not on Zayo Network	Fiber Only	Hospital	733.35	 $27,600.40 
Bldg-115668	Atlanta	600 S Central Ave	Atlanta	GA	30354	33.657797	-84.407699	On Zayo Network	Fiber Only	Office - Single Tenant	73.01	 $12,190.30 
Bldg-115672	Atlanta	6100 Lake Forrest Dr	Atlanta	GA	30328	33.9204189	-84.3880152	On Zayo Network	Fiber Only	Office - Multi Tenant	536.19	 $22,868.56 
Bldg-115661	Atlanta	5775 Glenridge Dr	Atlanta	GA	30328	33.9121811	-84.3601206	Not on Zayo Network	Fiber Only	Office - Multi Tenant	1728.27	 $51,478.48 
Bldg-115692	Atlanta	9925 Haynes Bridge Rd	Alpharetta	GA	30022	34.022098	-84.269867	Not on Zayo Network	Fiber Only	Retail - Multi Tenant	5951.7	 $152,840.80 
Bldg-115669	Atlanta	600 W Peachtree St NW	Atlanta	GA	30308	33.7707978	-84.3878263	On Zayo Network	Fiber Only	Office - Multi Tenant	164.2	 $14,926.00 
Bldg-115662	Atlanta	5871 Glenridge Dr	Atlanta	GA	30328	33.915736	-84.361497	On Zayo Network	Fiber Only	Office - Multi Tenant	400.08	 $22,002.40 
Bldg-115673	Atlanta	6111 Peachtree Dunwoody Rd	Atlanta	GA	30328	33.9215131	-84.3494256	Not on Zayo Network	Fiber Only	Office - Multi Tenant	553.35	 $23,280.40 
Bldg-115663	Atlanta	5885 Glenridge Dr	Atlanta	GA	30328	33.9164347	-84.359765	On Zayo Network	Fiber Only	Office - Multi Tenant	802.86	 $29,268.64 
Bldg-115677	Atlanta	645 Hembree Pkwy	Roswell	GA	30076	34.0576254	-84.3171117	Not on Zayo Network	Fiber Only	Office - Multi Tenant	263.98	 $17,919.40 
Bldg-115680	Atlanta	707 Whitlock Ave SW	Marietta	GA	30064	33.9509612	-84.5731066	Not on Zayo Network	Fiber Only	Office - Multi Tenant	295.49	 $18,864.70 
Bldg-115684	Atlanta	8215 Roswell Rd	Atlanta	GA	30350	33.978642	-84.349122	Not on Zayo Network	Stubbed	Office - Multi Tenant	485.69	 $24,570.70 
Bldg-115689	Atlanta	975 Johnson Ferry Rd	Atlanta	GA	30342	33.9074306	-84.3552526	On Zayo Network	Fiber Only	Hospital	663.94	 $25,934.56 
Bldg-115716	Atlanta	75 5th St NW	Atlanta	GA	30308	33.7774462	-84.3890361	On Zayo Network	On-Net	Office - Multi Tenant	496.31	 $24,889.30 
Bldg-115717	Atlanta	66 5th St NW	Atlanta	GA	30308	33.7766254	-84.3894041	Not on Zayo Network	Fiber Only	Office - Multi Tenant	604.05	 $24,497.20 
Bldg-115720	Atlanta	1115 Northmeadow Pkwy	Roswell	GA	30076	34.0292	-84.3196	Not on Zayo Network	Fiber Only	Office - Multi Tenant	25.06	 $10,751.80 
Bldg-115721	Dallas	225 E John Carpenter Fwy	Irving	TX	75062	32.8659117	-96.9395651	Not on Zayo Network	Fiber Only	Office - Multi Tenant	205.22	 $24,313.20 
Bldg-115758	Atlanta	6151 Powers Ferry Rd NW	Atlanta	GA	30339	33.9095998	-84.4264117	Not on Zayo Network	On-Net	Office - Multi Tenant	76.77	 $12,303.10 
Bldg-115764	Atlanta	2814 Spring Rd SE	Atlanta	GA	30339	33.8831418	-84.4723062	Not on Zayo Network	Fiber Only	Office - Multi Tenant	740.49	 $27,771.76 
